candidate_uid	circuit	stage	scheme	candidate	repeat	mode	run_id	attempt_id	join_key_source	patterns	fault_sha	source_file	source_row	join_status	join_reason
b20:hf_coarse:HF:15:0	b20	hf_coarse	HF	15		F	F_b20_cov95v2_HF_c15_h557_F_p6	attempt_054f37b156ac3045c8ff	source_log_basename	6	795fd11f9cab79661afc8edba9f53e9965924684ba5924dccbf67f07dbc1e6b7	hf_coarse.tsv	16	UNIQUE	source_log_basename
b20:hf_coarse:HF:15:0	b20	hf_coarse	HF	15		H	H_b20_cov95v2_HF_c15_H_p557	attempt_49a922b4c555b3594305	source_log_basename	557	cb4ac92a1274d6818b12c3d661b82b687da7e89cb061221549cecebbc8e12c84	hf_coarse.tsv	16	UNIQUE	source_log_basename
b20:hf_coarse:HF:16:0	b20	hf_coarse	HF	16		F	F_b20_cov95v2_HF_c16_h596_F_p5	attempt_cf265e8bfb41691fae47	source_log_basename	5	d49daba86b767f878f313db5dc568d35cf07cdd00ae5543dad87ac0d321b3fc6	hf_coarse.tsv	17	UNIQUE	source_log_basename
b20:hf_coarse:HF:16:0	b20	hf_coarse	HF	16		H	H_b20_cov95v2_HF_c16_H_p596	attempt_29724c67ce96fcc4a9cb	source_log_basename	596	e136a7c47d3bc8c6e061a27e7a42a18941cdc1a8e0c664a23b002822dd284db0	hf_coarse.tsv	17	UNIQUE	source_log_basename
b20:hf_coarse:HF:17:0	b20	hf_coarse	HF	17		F	F_b20_cov95v2_HF_c17_h636_F_p4	attempt_09ca8a8595f6ab4ca7ac	source_log_basename	4	96d7218732a88c6ddf70700a9f876d7609b4e74150387123795c62249be4b8c7	hf_coarse.tsv	18	UNIQUE	source_log_basename
b20:hf_coarse:HF:17:0	b20	hf_coarse	HF	17		H	H_b20_cov95v2_HF_c17_H_p636	attempt_fc09471c39a6378366f0	source_log_basename	636	bfad6edf92d093987a1d944773f9d1d58f09cc4671cabcc399abdc1eb3121bc8	hf_coarse.tsv	18	UNIQUE	source_log_basename
b20:hf_coarse:HF:18:0	b20	hf_coarse	HF	18		F	F_b20_cov95v2_HF_c18_h676_F_p4	attempt_9d83f9961d19e7040632	source_log_basename	4	3d458c794a84329445bb441d7d668c90815fdb936e7ca62927f8fca58ec516d4	hf_coarse.tsv	19	UNIQUE	source_log_basename
b20:hf_coarse:HF:18:0	b20	hf_coarse	HF	18		H	H_b20_cov95v2_HF_c18_H_p676	attempt_7419f465bd5a4614eed3	source_log_basename	676	f8a110d62382329deb4121b3673cbc8b870cf5ee9b51955f097b3aed69a624b6	hf_coarse.tsv	19	UNIQUE	source_log_basename
b20:hf_coarse:HF:19:0	b20	hf_coarse	HF	19		F	F_b20_cov95v2_HF_c19_h716_F_p3	attempt_a2e3af9f5381386093c1	source_log_basename	3	0e9c3846639e2a3a6d130bbd22f12dd165d23d86498d554e8049226fc66f230e	hf_coarse.tsv	20	UNIQUE	source_log_basename
b20:hf_coarse:HF:19:0	b20	hf_coarse	HF	19		H	H_b20_cov95v2_HF_c19_H_p716	attempt_a94fde46a24d72321487	source_log_basename	716	25864adbdaf06b05aa676e9d7d9353888056962b5e4886c7e3ade2154ce09de1	hf_coarse.tsv	20	UNIQUE	source_log_basename
b20:hf_coarse:HF:1:0	b20	hf_coarse	HF	1		F	F_b20_cov95v2_HF_c01_h1_F_p157	attempt_1e33a7c7cbbd8bb79fed	source_log_basename	157	a1c91a172fcff24ffd200826a975aaf5ad3cc59a65d20cae1375c4b1304f31c2	hf_coarse.tsv	2	UNIQUE	source_log_basename
b20:hf_coarse:HF:1:0	b20	hf_coarse	HF	1		H	H_b20_cov95v2_HF_c01_H_p1	attempt_9adc91c240679d260cda	source_log_basename	1	d52d10ca84f3e58c0c5b82699b0efa0295216414bc28a9ee35d8844974e85efb	hf_coarse.tsv	2	UNIQUE	source_log_basename
b20:hf_coarse:HF:20:0	b20	hf_coarse	HF	20		F	F_b20_cov95v2_HF_c20_h755_F_p2	attempt_7be7134143b3dde33837	source_log_basename	2	ae19e5756d1a5e925543462f5ee50c93670b3d0619e2ed6db29996fdcb2961eb	hf_coarse.tsv	21	UNIQUE	source_log_basename
b20:hf_coarse:HF:20:0	b20	hf_coarse	HF	20		H	H_b20_cov95v2_HF_c20_H_p755	attempt_a351c1896c1e477e1b4b	source_log_basename	755	1a390bf4bb0d56f09a2859af6a1a095b2215327855463baa1513f1a061a46d22	hf_coarse.tsv	21	UNIQUE	source_log_basename
b20:hf_coarse:HF:21:0	b20	hf_coarse	HF	21		F	F_b20_cov95v2_HF_c21_h795_F_p2	attempt_e7fe3baeefd323881f4d	source_log_basename	2	fbd432a1d815b9f84539530e020aadaec904482ce4902ada8d42664300ecc00b	hf_coarse.tsv	22	UNIQUE	source_log_basename
b20:hf_coarse:HF:21:0	b20	hf_coarse	HF	21		H	H_b20_H_full_phase4_v1			795	76b10cf61a55d5ec19d6d5d65d6043f311c7b2f6a6420c533abffc09e5b57ad2	hf_coarse.tsv	22	MISSING	no_attempt_for_source_basename_or_run_id
b20:hf_coarse:HF:2:0	b20	hf_coarse	HF	2		F	F_b20_cov95v2_HF_c02_h40_F_p123	attempt_0ac66e81b04737b1f7c7	source_log_basename	123	de8d6c9699c1ea323bdede48c0149ed080cbf8027378a4315b756d93fb355510	hf_coarse.tsv	3	UNIQUE	source_log_basename
b20:hf_coarse:HF:2:0	b20	hf_coarse	HF	2		H	H_b20_cov95v2_HF_c02_H_p40	attempt_448d5933d00dd2c66e9a	source_log_basename	40	eb2795dabafd038320b3ba057131d431a9f30ea9efa787eb5ace14e0f0831ca0	hf_coarse.tsv	3	UNIQUE	source_log_basename
b20:hf_coarse:HF:3:0	b20	hf_coarse	HF	3		F	F_b20_cov95v2_HF_c03_h80_F_p99	attempt_6b9f79b0be8c19991314	source_log_basename	99	a1b9a4d4510142b16160ef95917be9e352ef19e1ea35c94b363352498307fd39	hf_coarse.tsv	4	UNIQUE	source_log_basename
b20:hf_coarse:HF:3:0	b20	hf_coarse	HF	3		H	H_b20_cov95v2_HF_c03_H_p80	attempt_0bbda193c9421e6ee331	source_log_basename	80	194a75bd3558e56534266ebbf9208fb1a9d6703d20708b49c59d17ad7ae27980	hf_coarse.tsv	4	UNIQUE	source_log_basename
b20:hf_coarse:HF:4:0	b20	hf_coarse	HF	4		F	F_b20_cov95v2_HF_c04_h119_F_p89	attempt_c51aa98e284e385bec62	source_log_basename	89	a9196dae48bd62b81511bfd7fd5c208d5135ae2a1f0a21469779b3c1d8aae9d6	hf_coarse.tsv	5	UNIQUE	source_log_basename
b20:hf_coarse:HF:4:0	b20	hf_coarse	HF	4		H	H_b20_cov95v2_HF_c04_H_p119	attempt_122e82d6a5098990a8e7	source_log_basename	119	68710af2b26ea3263e8004796be654d8d538a1e83bc58e4e567a5a27f5ee0e81	hf_coarse.tsv	5	UNIQUE	source_log_basename
b20:hf_coarse:HF:5:0	b20	hf_coarse	HF	5		F	F_b20_cov95v2_HF_c05_h159_F_p69	attempt_d539998cbf932994ad0a	source_log_basename	69	bef5147c2a6d29d83366312c8f4c2817cf13389faa625b3464b404dcda43cab2	hf_coarse.tsv	6	UNIQUE	source_log_basename
b20:hf_coarse:HF:5:0	b20	hf_coarse	HF	5		H	H_b20_cov95v2_HF_c05_H_p159	attempt_cbc8bd25a039f56bb6ca	source_log_basename	159	77f188be05c1e606c04e911b11eeb801e8fe2f8489529aa30701832d9ce79b72	hf_coarse.tsv	6	UNIQUE	source_log_basename
b20:hf_coarse:HF:6:0	b20	hf_coarse	HF	6		F	F_b20_cov95v2_HF_c06_h199_F_p49	attempt_119761a262d4dab6bce8	source_log_basename	49	a009af2450c7cd63144261e4a314e5ffb5e66da8483ab47dd21d9f7d82c89fa8	hf_coarse.tsv	7	UNIQUE	source_log_basename
b20:hf_coarse:HF:6:0	b20	hf_coarse	HF	6		H	H_b20_cov95v2_HF_c06_H_p199	attempt_6c95f98ac7fbfebfc0c5	source_log_basename	199	61b6b37223b6941a3f03dc5227205bfd2c7a4b270f46326bc06a496afa38de17	hf_coarse.tsv	7	UNIQUE	source_log_basename
b20:hf_coarse:HF:7:0	b20	hf_coarse	HF	7		F	F_b20_cov95v2_HF_c07_h239_F_p37	attempt_205ef27ccde21c9f0580	source_log_basename	37	c655b2d6243b37b04a11f02e6a5f13932cf4f7db5ad40199e80429d070b26535	hf_coarse.tsv	8	UNIQUE	source_log_basename
b20:hf_coarse:HF:7:0	b20	hf_coarse	HF	7		H	H_b20_cov95v2_HF_c07_H_p239	attempt_374db9c06676b2e3358a	source_log_basename	239	d0cb2bbbe5330f293ebe65a0e16138978de7499ed8fe136493cef34c9e6bfa9c	hf_coarse.tsv	8	UNIQUE	source_log_basename
b20:hf_coarse:HF:8:0	b20	hf_coarse	HF	8		F	F_b20_cov95v2_HF_c08_h278_F_p35	attempt_d30c174c842dfcc355b0	source_log_basename	35	b071871151207a2dfb6118d2f02ede3a727209f3b5bb9f01718dfcbcce5dda05	hf_coarse.tsv	9	UNIQUE	source_log_basename
b20:hf_coarse:HF:8:0	b20	hf_coarse	HF	8		H	H_b20_cov95v2_HF_c08_H_p278	attempt_86677f12e34fa86f7a3f	source_log_basename	278	cdb9d7d7014c78865ec6e827af2ec802c30bfc3e6d0dd4d232544017fdee2ed3	hf_coarse.tsv	9	UNIQUE	source_log_basename
b20:hf_coarse:HF:9:0	b20	hf_coarse	HF	9		F	F_b20_cov95v2_HF_c09_h318_F_p18	attempt_b8251301ef9b4ca2b976	source_log_basename	18	577b15323e46ed1bbf8c45334ef0032e797834c445dac5f59fd0041cf61151d0	hf_coarse.tsv	10	UNIQUE	source_log_basename
b20:hf_coarse:HF:9:0	b20	hf_coarse	HF	9		H	H_b20_cov95v2_HF_c09_H_p318	attempt_42124ad4a6668fcbcf56	source_log_basename	318	46a2375dfeed0ae98b84c1933cb680271d02c391c04120b88ad62e77fbf541d3	hf_coarse.tsv	10	UNIQUE	source_log_basename
b20:hf_refine:HF:10:0	b20	hf_refine	HF	10		F	F_b20_cov95v2_HF_refine_h315_F_p21	attempt_1a741206751877e2f6a0	source_log_basename	21	7f5d902010934f5f4d7c2c92fc5b78ded6e0105bbc03151dc42d6b1f1a1d62c0	hf_refine.tsv	11	UNIQUE	source_log_basename
b20:hf_refine:HF:10:0	b20	hf_refine	HF	10		H	H_b20_cov95v2_HF_refine_H_p315	attempt_03579d6d54a0b93dae08	source_log_basename	315	7093cd62974b07cd75f60e0fc4fde1aaca89efb90f062c626bd00c3e8b8351ea	hf_refine.tsv	11	UNIQUE	source_log_basename
b20:hf_refine:HF:11:0	b20	hf_refine	HF	11		F	F_b20_cov95v2_HF_refine_h321_F_p22	attempt_beb8b4b62aae1441a1f8	source_log_basename	22	173b02e1da700b5e8204d504891e157b19f9bd778ff48a4b9a3ee53b93c19a17	hf_refine.tsv	12	UNIQUE	source_log_basename
b20:hf_refine:HF:11:0	b20	hf_refine	HF	11		H	H_b20_cov95v2_HF_refine_H_p321	attempt_5f2acf270b52bb865915	source_log_basename	321	3633058f4ab2d0dc9405f1d7083f2d366157b60c57a8be3aa43db3ac2d72b6c5	hf_refine.tsv	12	UNIQUE	source_log_basename
b20:hf_refine:HF:12:0	b20	hf_refine	HF	12		F	F_b20_cov95v2_HF_refine_h316_F_p21	attempt_b1b51e1a0a702b26fe46	source_log_basename	21	5add73086d33572a766221731be707266f9e866ce7a06c3079d07ba8114f2ec2	hf_refine.tsv	13	UNIQUE	source_log_basename
b20:hf_refine:HF:12:0	b20	hf_refine	HF	12		H	H_b20_cov95v2_HF_refine_H_p316	attempt_780cc88580127d936fef	source_log_basename	316	147bd34da8a20ed3605cc1d3a548d82ce7980b505d03d24f94d821cbf624142f	hf_refine.tsv	13	UNIQUE	source_log_basename
b20:hf_refine:HF:13:0	b20	hf_refine	HF	13		F	F_b20_cov95v2_HF_refine_h320_F_p22	attempt_0d7eed8e55b3bea6ef2c	source_log_basename	22	f0de166758a74d0f70c8657a5d998944ff8d6d1dbbc15fe524532987c79aa585	hf_refine.tsv	14	UNIQUE	source_log_basename
b20:hf_refine:HF:13:0	b20	hf_refine	HF	13		H	H_b20_cov95v2_HF_refine_H_p320	attempt_370f37da86a39116bb1e	source_log_basename	320	db20c4c77c66bee19c84429ace07629d99b815b6985c92d641cfdd6507c342ea	hf_refine.tsv	14	UNIQUE	source_log_basename
b20:hf_refine:HF:14:0	b20	hf_refine	HF	14		F	F_b20_cov95v2_HF_refine_h317_F_p22	attempt_4747fa736149770e9771	source_log_basename	22	8fb9e536f9dfd49e2e45c8ffe9f61eaeb84468d8ca70930aad5a896046f23066	hf_refine.tsv	15	UNIQUE	source_log_basename
b20:hf_refine:HF:14:0	b20	hf_refine	HF	14		H	H_b20_cov95v2_HF_refine_H_p317	attempt_1254d0c8d016fc4fd9b1	source_log_basename	317	293851629fe6cc52683ef8feab538370f1c72218d474ee29aa9cbd7e6c5328d0	hf_refine.tsv	15	UNIQUE	source_log_basename
b20:hf_refine:HF:15:0	b20	hf_refine	HF	15		F	F_b20_cov95v2_HF_refine_h319_F_p22	attempt_0c1448d8c65224dd6351	source_log_basename	22	b341493b93aa0656f00dbea977e3ac9e0e015e1b6816261f5cc838b64572b294	hf_refine.tsv	16	UNIQUE	source_log_basename
b20:hf_refine:HF:15:0	b20	hf_refine	HF	15		H	H_b20_cov95v2_HF_refine_H_p319	attempt_29c4ed48048146b69be8	source_log_basename	319	753aa7238432c30f40155bee94d370e8661f7eb1f77bba7c5fcb41026d5f3d04	hf_refine.tsv	16	UNIQUE	source_log_basename
b20:hf_refine:HF:16:0	b20	hf_refine	HF	16		F	F_b20_cov95v2_HF_refine_h199_F_p49	attempt_0ef0ec0d570871a80858	source_log_basename	49	a009af2450c7cd63144261e4a314e5ffb5e66da8483ab47dd21d9f7d82c89fa8	hf_refine.tsv	17	UNIQUE	source_log_basename
b20:hf_refine:HF:16:0	b20	hf_refine	HF	16		H	H_b20_cov95v2_HF_refine_H_p199	attempt_5a9bab3038edf81c6498	source_log_basename	199	61b6b37223b6941a3f03dc5227205bfd2c7a4b270f46326bc06a496afa38de17	hf_refine.tsv	17	UNIQUE	source_log_basename
b20:hf_refine:HF:17:0	b20	hf_refine	HF	17		F	F_b20_cov95v2_HF_refine_h239_F_p37	attempt_9281ea27092479d0b815	source_log_basename	37	c655b2d6243b37b04a11f02e6a5f13932cf4f7db5ad40199e80429d070b26535	hf_refine.tsv	18	UNIQUE	source_log_basename
b20:hf_refine:HF:17:0	b20	hf_refine	HF	17		H	H_b20_cov95v2_HF_refine_H_p239	attempt_a9165f30fde38e57bc48	source_log_basename	239	d0cb2bbbe5330f293ebe65a0e16138978de7499ed8fe136493cef34c9e6bfa9c	hf_refine.tsv	18	UNIQUE	source_log_basename
b20:hf_refine:HF:18:0	b20	hf_refine	HF	18		F	F_b20_cov95v2_HF_refine_h279_F_p28	attempt_92477ea70fe19054ccea	source_log_basename	28	a4435c334f7897018e49ab7feaf5d366edce70f665baf40d49502edd940ce21f	hf_refine.tsv	19	UNIQUE	source_log_basename
b20:hf_refine:HF:18:0	b20	hf_refine	HF	18		H	H_b20_cov95v2_HF_refine_H_p279	attempt_41ae87a4d32a227acdd7	source_log_basename	279	ab35b51df147bded1ce9dd18cd1c9c60b04be7576691f69957142475cf7f1e83	hf_refine.tsv	19	UNIQUE	source_log_basename
b20:hf_refine:HF:19:0	b20	hf_refine	HF	19		F	F_b20_cov95v2_HF_refine_h259_F_p37	attempt_f843291aae1e0c22648e	source_log_basename	37	09737d05b41a2be640253ac5e0aa5d7697307051c6d0bd85d9f8ad27e03640a6	hf_refine.tsv	20	UNIQUE	source_log_basename
b20:hf_refine:HF:19:0	b20	hf_refine	HF	19		H	H_b20_cov95v2_HF_refine_H_p259	attempt_7fa6c52741ba2a69fab7	source_log_basename	259	7487bc655f3a471e96b889e1d96d63fc51aad1a5c3ffc79922204804229d6dd5	hf_refine.tsv	20	UNIQUE	source_log_basename
b20:hf_refine:HF:1:0	b20	hf_refine	HF	1		F	F_b20_cov95v2_HF_refine_h278_F_p35	attempt_192e4e45a545e6f8ceb2	source_log_basename	35	b071871151207a2dfb6118d2f02ede3a727209f3b5bb9f01718dfcbcce5dda05	hf_refine.tsv	2	UNIQUE	source_log_basename
b20:hf_refine:HF:1:0	b20	hf_refine	HF	1		H	H_b20_cov95v2_HF_refine_H_p278	attempt_473f7fb5b832a9509367	source_log_basename	278	cdb9d7d7014c78865ec6e827af2ec802c30bfc3e6d0dd4d232544017fdee2ed3	hf_refine.tsv	2	UNIQUE	source_log_basename
b20:hf_refine:HF:20:0	b20	hf_refine	HF	20		F	F_b20_cov95v2_HF_refine_h299_F_p29	attempt_439cb1786de2499dd699	source_log_basename	29	f6dad3e58356ea08a0bdb0d721a974c8d7543c13b526613602eb5eda658ca368	hf_refine.tsv	21	UNIQUE	source_log_basename
b20:hf_refine:HF:20:0	b20	hf_refine	HF	20		H	H_b20_cov95v2_HF_refine_H_p299	attempt_793532147c35bb8e8a71	source_log_basename	299	966195ed191fe4120585cef0d2aed0ea57a31c55f9b0bacb14a4c3df576d6bd0	hf_refine.tsv	21	UNIQUE	source_log_basename
b20:hf_refine:HF:21:0	b20	hf_refine	HF	21		F	F_b20_cov95v2_HF_refine_h269_F_p40	attempt_b43ca79f16bb6777017b	source_log_basename	40	7db2f93e7f4775d8cf63e58577aefe3e753a71830c7285e151c233ced38c0921	hf_refine.tsv	22	UNIQUE	source_log_basename
b20:hf_refine:HF:21:0	b20	hf_refine	HF	21		H	H_b20_cov95v2_HF_refine_H_p269	attempt_bc04965a6d75de5be962	source_log_basename	269	8c8529c16cc5b406998cf66ffbca6b98911620ce230796ab63d4bb7c68cb6e64	hf_refine.tsv	22	UNIQUE	source_log_basename
b20:hf_refine:HF:22:0	b20	hf_refine	HF	22		F	F_b20_cov95v2_HF_refine_h289_F_p29	attempt_da0551d11019dd5dad7f	source_log_basename	29	e2c51f9972fde25827202f524ea2c8b6b8c91d664770bbaeae724cc9351cc441	hf_refine.tsv	23	UNIQUE	source_log_basename
b20:hf_refine:HF:22:0	b20	hf_refine	HF	22		H	H_b20_cov95v2_HF_refine_H_p289	attempt_d912c1b3dd7aa53664bf	source_log_basename	289	b8d93de0bad81021806e9b94b50418c421cb4a3c3a85f66bc0bc83dbe14e50ab	hf_refine.tsv	23	UNIQUE	source_log_basename
b20:hf_refine:HF:23:0	b20	hf_refine	HF	23		F	F_b20_cov95v2_HF_refine_h274_F_p31	attempt_cf9a1bb3467d9fa21099	source_log_basename	31	df95355b8d6720f6ea74fe647c7d787c2610ef4b5cb0d13c0a0d55af2eef1d64	hf_refine.tsv	24	UNIQUE	source_log_basename
b20:hf_refine:HF:23:0	b20	hf_refine	HF	23		H	H_b20_cov95v2_HF_refine_H_p274	attempt_c27a88b286cef6b584de	source_log_basename	274	b1a8ec4ffafd894c2d7f6d279cb25a9a2dd9f1a46abe842eb6ea6b102a13a3f2	hf_refine.tsv	24	UNIQUE	source_log_basename
b20:hf_refine:HF:24:0	b20	hf_refine	HF	24		F	F_b20_cov95v2_HF_refine_h284_F_p36	attempt_c0fdcd039976c6a7f11b	source_log_basename	36	2d20f6b6f227483879be141e063650837ae97fa1e98975d9f7a4d972b68fba6b	hf_refine.tsv	25	UNIQUE	source_log_basename
b20:hf_refine:HF:24:0	b20	hf_refine	HF	24		H	H_b20_cov95v2_HF_refine_H_p284	attempt_5eb9d5f3ff5350f4e60d	source_log_basename	284	facf7bcd457afd9857b28da93bc666ec3a4ae083ea0540182cc9d946e6e6a9c6	hf_refine.tsv	25	UNIQUE	source_log_basename
b20:hf_refine:HF:25:0	b20	hf_refine	HF	25		F	F_b20_cov95v2_HF_refine_h276_F_p29	attempt_8bf733d32771ea05e978	source_log_basename	29	38ef00ce1c5ab9f52d5bc5a9bc622aecbe0b5d571ccd5ca501c522859ba18cfa	hf_refine.tsv	26	UNIQUE	source_log_basename
b20:hf_refine:HF:25:0	b20	hf_refine	HF	25		H	H_b20_cov95v2_HF_refine_H_p276	attempt_69d0a4929e69b285f645	source_log_basename	276	df985d4b8ffd0b290636fd1f1e5ff7d629c9716775544f40d3de4f0af0a1f207	hf_refine.tsv	26	UNIQUE	source_log_basename
b20:hf_refine:HF:26:0	b20	hf_refine	HF	26		F	F_b20_cov95v2_HF_refine_h282_F_p30	attempt_cc2ac1500b4e2e300413	source_log_basename	30	64189a4ee33a0f776207245e5e0ca5791a8ca75f70695c4830f6cc2362058237	hf_refine.tsv	27	UNIQUE	source_log_basename
b20:hf_refine:HF:26:0	b20	hf_refine	HF	26		H	H_b20_cov95v2_HF_refine_H_p282	attempt_414696b4687082236f21	source_log_basename	282	9cafc9cf93ab4cb1351b8b796145888c47137d3e21f3546d09686f6858907fa6	hf_refine.tsv	27	UNIQUE	source_log_basename
b20:hf_refine:HF:27:0	b20	hf_refine	HF	27		F	F_b20_cov95v2_HF_refine_h277_F_p31	attempt_5310e144c0d429512274	source_log_basename	31	73604ec13bcc608d4ab91de80517c29628c12dbf5a600446abf0fe74e8d09c9c	hf_refine.tsv	28	UNIQUE	source_log_basename
b20:hf_refine:HF:27:0	b20	hf_refine	HF	27		H	H_b20_cov95v2_HF_refine_H_p277	attempt_017ba5c293693f2b6406	source_log_basename	277	07ef77752c9bc3887a7e6d376be615e44a0c1893c9f688d3e6467807edd81201	hf_refine.tsv	28	UNIQUE	source_log_basename
b20:hf_refine:HF:28:0	b20	hf_refine	HF	28		F	F_b20_cov95v2_HF_refine_h281_F_p30	attempt_93bb4cac2199b465f28c	source_log_basename	30	b7c1329f8d0a0edd35ac96c71215ed3be5c5d131a6fcae4fd010d1e623cbc959	hf_refine.tsv	29	UNIQUE	source_log_basename
b20:hf_refine:HF:28:0	b20	hf_refine	HF	28		H	H_b20_cov95v2_HF_refine_H_p281	attempt_9aa57e58c1d4a2a8e27e	source_log_basename	281	9b476a2af249839c62bf103f9aebc765e955aff34ec97f0c387425a9e60f3b73	hf_refine.tsv	29	UNIQUE	source_log_basename
b20:hf_refine:HF:29:0	b20	hf_refine	HF	29		F	F_b20_cov95v2_HF_refine_h280_F_p28	attempt_2f2770d18f85c7973b6b	source_log_basename	28	eebae57d638de7437583abea3fd8fde2016ebb815f03967e51b7f65574a232a0	hf_refine.tsv	30	UNIQUE	source_log_basename
b20:hf_refine:HF:29:0	b20	hf_refine	HF	29		H	H_b20_cov95v2_HF_refine_H_p280	attempt_02208b149f7fe2ca3534	source_log_basename	280	ea1f03c9bb1d0b3026967cfdef7530b0e06802e90483ba7b878bd33eedc73692	hf_refine.tsv	30	UNIQUE	source_log_basename
b20:hf_refine:HF:2:0	b20	hf_refine	HF	2		F	F_b20_cov95v2_HF_refine_h318_F_p18	attempt_80087742e2673586b484	source_log_basename	18	577b15323e46ed1bbf8c45334ef0032e797834c445dac5f59fd0041cf61151d0	hf_refine.tsv	3	UNIQUE	source_log_basename
b20:hf_refine:HF:2:0	b20	hf_refine	HF	2		H	H_b20_cov95v2_HF_refine_H_p318	attempt_e6bdd3787594cab67e1c	source_log_basename	318	46a2375dfeed0ae98b84c1933cb680271d02c391c04120b88ad62e77fbf541d3	hf_refine.tsv	3	UNIQUE	source_log_basename
b20:hf_refine:HF:30:0	b20	hf_refine	HF	30		F	F_b20_cov95v2_HF_refine_h398_F_p16	attempt_54ef346a7cdfd49d69ee	source_log_basename	16	c60b3d2132010757921ebb8a2fc7d8e4582f98efc59efa4cbe8be4493ad4d587	hf_refine.tsv	31	UNIQUE	source_log_basename
b20:hf_refine:HF:30:0	b20	hf_refine	HF	30		H	H_b20_cov95v2_HF_refine_H_p398	attempt_9866955604d1f3e628c1	source_log_basename	398	7d9772aa90ab48bff9e34d1c05b6d5e4fc2e413370d33bac5927431992c6e1c4	hf_refine.tsv	31	UNIQUE	source_log_basename
b20:hf_refine:HF:31:0	b20	hf_refine	HF	31		F	F_b20_cov95v2_HF_refine_h159_F_p69	attempt_110fd2c8c5f3c22ad1e0	source_log_basename	69	bef5147c2a6d29d83366312c8f4c2817cf13389faa625b3464b404dcda43cab2	hf_refine.tsv	32	UNIQUE	source_log_basename
b20:hf_refine:HF:31:0	b20	hf_refine	HF	31		H	H_b20_cov95v2_HF_refine_H_p159	attempt_7a3db105487ee24a4cba	source_log_basename	159	77f188be05c1e606c04e911b11eeb801e8fe2f8489529aa30701832d9ce79b72	hf_refine.tsv	32	UNIQUE	source_log_basename
